Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Magnesium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesium
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Broken Infected Stone
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Infected Stone
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Saturn Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Stone
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Crystal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystal
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Uranus Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Uranus White Gem Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of White Gem
chiselsandbits:block_bit:0, Chiseled Bit - Dense Ice
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Stone
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Zinc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zinc
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Neptune Blue Gem Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Gem
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Nitrogen
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Stone
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Tungsten Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungsten
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Pluto Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Eris Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Eris Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Eris Stone
chiselsandbits:block_bit:0, Chiseled Bit - Eris Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Eris Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Eris Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Eris Dark Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Dark Iron
chiselsandbits:block_bit:0, Chiseled Bit - Eris Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Eris Dungeon Brick
chiselsandbits:block_bit:0, Chiseled Bit - Eris Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Stone
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Dense Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Blue Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Red Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Purple Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Yellow Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Green Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Platinum
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Europa Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Europa Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Europa Stone
chiselsandbits:block_bit:0, Chiseled Bit - Europa Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Europa Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Europa Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Europa Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Io Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Io Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Io Stone
chiselsandbits:block_bit:0, Chiseled Bit - Io Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Io Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Io Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Io Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Stone
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Deimos Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Stone
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phobos Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Triton Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Triton Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Triton Stone
chiselsandbits:block_bit:0, Chiseled Bit - Triton Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Triton Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Triton Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Triton Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Stone
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Dried Oil
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Shale Oil
chiselsandbits:block_bit:0, Chiseled Bit - Callisto Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Stone
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ganymede Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Stone
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rhea Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Titan Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Titan Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Titan Stone
chiselsandbits:block_bit:0, Chiseled Bit - Titan Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titan Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titan Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titan Methane Surface
chiselsandbits:block_bit:0, Chiseled Bit - Titan Methane Sub-Surface
chiselsandbits:block_bit:0, Chiseled Bit - Titan Rocks
chiselsandbits:block_bit:0, Chiseled Bit - Titan Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Stone
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oberon Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Titania Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Titania Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Titania Stone
chiselsandbits:block_bit:0, Chiseled Bit - Titania Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titania Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titania Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Titania Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Sub-Surface Rock
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Stone
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Ice
chiselsandbits:block_bit:0, Chiseled Bit - Iapetus Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Potash
chiselsandbits:block_bit:0, Chiseled Bit - Marble
chiselsandbits:block_bit:0, Chiseled Bit - Marble Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Snow Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Ice Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Fire Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Black/White Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Marble Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Marble Broken Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Metal Mesh Floor
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Nitrogen Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Volcanic Rock Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Carbon Broken Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Magnesium Broken Tiled Floor
chiselsandbits:block_bit:0, Chiseled Bit - Ash Bricks
chiselsandbits:block_bit:0, Chiseled Bit - White Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Block
chiselsandbits:block_bit:0, Chiseled Bit - Blue Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Block
chiselsandbits:block_bit:0, Chiseled Bit - Green Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Green Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Blue Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Orange Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Pink Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Lime Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Purple Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Brown Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Black Candy Cane
chiselsandbits:block_bit:0, Chiseled Bit - Red Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Green Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Blue Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Orange Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Pink Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Purple Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Brown Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Black Candy Cane (Horizontal)
chiselsandbits:block_bit:0, Chiseled Bit - Cake Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Velvet Cake Block
chiselsandbits:block_bit:0, Chiseled Bit - Chocolate Cake Block
chiselsandbits:block_bit:0, Chiseled Bit - White Icing with Red Dots
chiselsandbits:block_bit:0, Chiseled Bit - White Icing with Green Dots
chiselsandbits:block_bit:0, Chiseled Bit - White Icing with Pink Dots
chiselsandbits:block_bit:0, Chiseled Bit - White Icing with Orange Dots
chiselsandbits:block_bit:0, Chiseled Bit - Cookie Rocks
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Grit
chiselsandbits:block_bit:0, Chiseled Bit - Gold Grit
chiselsandbits:block_bit:0, Chiseled Bit - Coal Grit
chiselsandbits:block_bit:0, Chiseled Bit - Iron Grit
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Grit
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Blue Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Red Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Purple Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Yellow Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Green Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Brown Maple Log Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Blue Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Red Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Purple Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Yellow Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Green Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kepler 22b Brown Wooden Planks
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Chicken Manure Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Aluminium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Lead
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silver
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Constantan
chiselsandbits:block_bit:0, Chiseled Bit - Block of Electrum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Blast Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal Coke
chiselsandbits:block_bit:0, Chiseled Bit - Hempcrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Concrete Tile
chiselsandbits:block_bit:0, Chiseled Bit - Leaded Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Insulating Glass
chiselsandbits:block_bit:0, Chiseled Bit - Kiln Brick
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Treated Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Copper Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Lead Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Silver Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Constantan Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Steel Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Iron Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Gold Sheetmetal
chiselsandbits:block_bit:0, Chiseled Bit - Copper Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Electrum Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - High-Voltage Coil Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Light Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Heavy Engineering Block
chiselsandbits:block_bit:0, Chiseled Bit - Generator Block
chiselsandbits:block_bit:0, Chiseled Bit - Radiator Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Coke Brick
chiselsandbits:block_bit:0, Chiseled Bit - Logic Programmer North
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Menril
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Menril Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Chorus
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Chorus Brick
chiselsandbits:block_bit:0, Chiseled Bit - Solid-Placeholderblock
chiselsandbits:block_bit:0, Chiseled Bit - Placeholderblock
chiselsandbits:block_bit:0, Chiseled Bit - BarracksTower Placeholder North
chiselsandbits:block_bit:0, Chiseled Bit - Cactus Plank
chiselsandbits:block_bit:0, Chiseled Bit - Oak Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Plain Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Crossed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Right-Left Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Left-Right Diagonal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Framed Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Horizontal Timber Frame Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Alchemical Coal Block
chiselsandbits:block_bit:0, Chiseled Bit - Mobius Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Aeternalis Fuel Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Matter Block
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Pillar
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Icy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Lively Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Icy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lively Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Gloomy Nether Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Hyphae
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Block
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rime Block
chiselsandbits:block_bit:0, Chiseled Bit - Worn Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fiery Quartz Ore
